model	mse_within	mse_cross	mae_within	mae_cross	cls_acc_within	cls_acc_cross	cls_trans_within	cls_trans_cross	majority_acc_within	majority_acc_cross	unc_sep_within	unc_sep_cross	cls_acc_cdf_within	cls_acc_cdf_cross	cls_trans_cdf_within	cls_trans_cdf_cross	n_within	n_cross	config	status	description
EvidentialLSTM	0.016824	0.037319	0.095677	0.152213	0.935994	0.800396	0.501155	0.494949	0.850599	0.945863	0.124394	0.098248	0.935355	0.789613	0.508083	0.492424	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] wd=1e-4: much worse
EvidentialLSTM	0.014068	0.021686	0.090392	0.117870	0.941261	0.945863	0.521940	0.500000	0.850599	0.945863	0.113106	0.071720	0.943017	0.945863	0.538106	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.0005, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] lr=5e-4: slightly worse (0.01407 vs 0.01361)
EvidentialLSTM	0.015902	0.024368	0.093218	0.126894	0.937749	0.946963	0.521158	0.500000	0.852674	0.946963	0.131823	0.064152	0.936632	0.946963	0.512249	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1815, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] stride=3: worse (0.01590)
EvidentialLSTM	0.013718	0.024023	0.088445	0.123000	0.941899	0.945863	0.498845	0.500000	0.850599	0.945863	0.069376	0.061718	0.942059	0.945863	0.503464	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 128, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] bs=128: cls_trans<0.50
EvidentialLSTM	0.017958	0.033253	0.100347	0.141843	0.932642	0.835387	0.540416	0.446970	0.850599	0.945863	0.116837	0.071731	0.933121	0.825704	0.542725	0.434343	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] grad_clip=0.5: much worse
EvidentialLSTM	0.014681	0.021384	0.090487	0.118304	0.938069	0.945863	0.501155	0.500000	0.850599	0.945863	0.159636	0.065365	0.938388	0.945863	0.512702	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] max_epochs=500: cosine schedule too slow, worse
EvidentialLSTM	0.014851	0.019482	0.090043	0.110995	0.940782	0.945863	0.487298	0.500000	0.850599	0.945863	0.153448	0.127036	0.940623	0.945863	0.484988	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 35, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] TOP_35: worse, cls_trans<0.50
EvidentialLSTM	0.009431	0.009431	0.076880	0.076880	0.647569	0.647569	0.487952	0.487952	0.574386	0.574386	0.003060	0.003060	0.648050	0.648050	0.485944	0.485944	2077	2077	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 64, "n_layers": 4, "dropout": 0.3, "lr": 0.002, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1389, "t2": 0.5667, "lambda1": 0.25, "single_cam": "NE8th"}	discarded	[1CAM] NE8th lr=2e-3: cls_trans<0.50
EvidentialLSTM	0.011113	0.011113	0.083254	0.083254	0.623495	0.623495	0.489960	0.489960	0.574386	0.574386	0.003382	0.003382	0.623977	0.623977	0.485944	0.485944	2077	2077	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 64, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1389, "t2": 0.5667, "lambda1": 0.25, "single_cam": "NE8th"}	discarded	[1CAM] NE8th d0.4: worse mse, cls_trans<0.50
EvidentialLSTM	0.013687	0.020704	0.087153	0.116473	0.938228	0.945863	0.515012	0.500000	0.850599	0.945863	0.097109	0.054767	0.939505	0.945863	0.524249	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.22}	discarded	[4CAM] lambda1=0.22: very close but slightly worse (0.01369 vs 0.01361)
EvidentialLSTM	0.014188	0.026531	0.090379	0.129981	0.937909	0.945863	0.512702	0.500000	0.850599	0.945863	0.185381	0.072057	0.937909	0.945863	0.510393	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.28}	discarded	[4CAM] lambda1=0.28: worse (0.01419 vs 0.01361)
EvidentialLSTM	0.015967	0.022120	0.094167	0.117081	0.944019	0.939727	0.590909	0.498871	0.852313	0.939947	0.158102	0.117790	0.943700	0.939507	0.588636	0.498871	6270	4546	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 20, "sub_window": 5, "n_steps": 4, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.2, "t2": 0.8981, "lambda1": 0.25}	discarded	[4CAM] horizon=20/sw5: worse mse, great cls_trans=0.591
EvidentialLSTM	0.013278	0.013278	0.092421	0.092421	0.490656	0.490656	0.500000	0.500000	0.509344	0.509344	-0.004377	-0.004377	0.490656	0.490656	0.500000	0.500000	2087	2087	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 15, "horizon": 15, "sub_window": 5, "n_steps": 3, "hidden_size": 64, "n_layers": 4, "dropout": 0.3, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1, "t2": 0.5807, "lambda1": 0.25, "single_cam": "NE8th"}	discarded	[1CAM] NE8th w15/h15: much worse
EvidentialLSTM	0.008436	0.008436	0.072417	0.072417	0.615311	0.615311	0.516064	0.516064	0.574386	0.574386	0.001764	0.001764	0.615792	0.615792	0.518072	0.518072	2077	2077	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 35, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 64, "n_layers": 4, "dropout": 0.3, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1389, "t2": 0.5667, "lambda1": 0.25, "single_cam": "NE8th"}	kept	[1CAM] NE8th TOP_35: improvement 0.00874->0.00844\!
EvidentialLSTM	0.008456	0.008456	0.072472	0.072472	0.635532	0.635532	0.510040	0.510040	0.574386	0.574386	0.002243	0.002243	0.636976	0.636976	0.508032	0.508032	2077	2077	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 35, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 64, "n_layers": 4, "dropout": 0.3, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1389, "t2": 0.5667, "lambda1": 0.3, "single_cam": "NE8th"}	discarded	[1CAM] NE8th TOP35/lam0.3: marginally worse (0.00846 vs 0.00844)
EvidentialLSTM	0.010361	0.010361	0.079951	0.079951	0.625903	0.625903	0.500000	0.500000	0.574386	0.574386	0.002825	0.002825	0.627347	0.627347	0.497992	0.497992	2077	2077	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 35, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 64, "n_layers": 3, "dropout": 0.3, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1389, "t2": 0.5667, "lambda1": 0.25, "single_cam": "NE8th"}	discarded	[1CAM] NE8th TOP35/L3: worse (0.01036 vs 0.00844)
EvidentialLSTM	0.017653	0.032913	0.098445	0.144745	0.938388	0.945643	0.494226	0.500000	0.850599	0.945863	0.138513	0.054512	0.938228	0.945643	0.494226	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 5, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] L5: worse
EvidentialLSTM	0.016669	0.022318	0.096557	0.118974	0.946848	0.893486	0.524336	0.497630	0.825698	0.893926	0.058603	0.064291	0.946688	0.892386	0.522124	0.496051	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 10, "n_steps": 3, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.25, "t2": 0.8443, "lambda1": 0.25}	discarded	[4CAM] sw=10: worse
EvidentialLSTM	0.008420	0.008420	0.072137	0.072137	0.610977	0.610977	0.510040	0.510040	0.574386	0.574386	0.000820	0.000820	0.615311	0.615311	0.520080	0.520080	2077	2077	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 35, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 32, "n_layers": 4, "dropout": 0.3, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1389, "t2": 0.5667, "lambda1": 0.25, "single_cam": "NE8th"}	kept	[1CAM] NE8th TOP35/h32: improvement 0.00844->0.00842
EvidentialLSTM	0.008551	0.008551	0.072429	0.072429	0.619162	0.619162	0.506024	0.506024	0.574386	0.574386	0.000688	0.000688	0.622051	0.622051	0.512048	0.512048	2077	2077	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 35, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 32, "n_layers": 4, "dropout": 0.2, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1389, "t2": 0.5667, "lambda1": 0.25, "single_cam": "NE8th"}	discarded	[1CAM] NE8th h32/d0.2: worse (0.00855 vs 0.00842)
EvidentialLSTM	0.013607	0.020347	0.087412	0.115756	0.945092	0.945863	0.556582	0.500000	0.850599	0.945863	0.145716	0.072977	0.942857	0.945863	0.533487	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	kept	[4CAM] patience=25: same result as best, faster training
EvidentialLSTM	0.011727	0.011727	0.087986	0.087986	0.473279	0.473279	0.504016	0.504016	0.574386	0.574386	-0.001119	-0.001119	0.482427	0.482427	0.514056	0.514056	2077	2077	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 25, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 32, "n_layers": 4, "dropout": 0.3, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1389, "t2": 0.5667, "lambda1": 0.25, "single_cam": "NE8th"}	discarded	[1CAM] NE8th TOP25: much worse, unc_sep<0
EvidentialLSTM	0.008582	0.008582	0.073535	0.073535	0.631680	0.631680	0.514056	0.514056	0.574386	0.574386	0.000934	0.000934	0.628792	0.628792	0.506024	0.506024	2077	2077	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 20, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 32, "n_layers": 4, "dropout": 0.3, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1389, "t2": 0.5667, "lambda1": 0.25, "single_cam": "NE8th"}	discarded	[1CAM] NE8th TOP20: worse (0.00858 vs 0.00842)
EvidentialLSTM	0.008454	0.008454	0.071984	0.071984	0.630717	0.630717	0.510040	0.510040	0.574386	0.574386	0.002620	0.002620	0.631199	0.631199	0.514056	0.514056	2077	2077	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 35, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 32, "n_layers": 4, "dropout": 0.3, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1389, "t2": 0.5667, "lambda1": 0.25, "single_cam": "NE8th"}	discarded	[1CAM] NE8th stride=7: marginally worse (0.00845 vs 0.00842)
EvidentialLSTM	0.015015	0.028504	0.090892	0.133955	0.940623	0.945863	0.505774	0.500000	0.850599	0.945863	0.144392	0.061435	0.940144	0.945863	0.498845	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] grad_clip=2.0: worse
EvidentialLSTM	0.015535	0.029728	0.094045	0.135412	0.946688	0.951144	0.477941	0.501362	0.853312	0.951144	0.142918	0.067828	0.946049	0.951144	0.477941	0.501362	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 5, "n_steps": 6, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.2, "t2": 0.8974, "lambda1": 0.25}	discarded	[4CAM] sw=5: worse, cls_trans<0.50
EvidentialLSTM	0.016462	0.025811	0.096226	0.128588	0.941467	0.948526	0.535963	0.501355	0.854226	0.948526	0.126139	0.067475	0.941308	0.948526	0.535963	0.501355	6270	4546	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 20, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1778, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] w=20: worse (0.01646)
EvidentialLSTM	0.016813	0.021052	0.096981	0.116985	0.944653	0.948212	0.505747	0.501326	0.854029	0.948212	0.149920	0.086498	0.944183	0.948212	0.505747	0.501326	6378	4615	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1754, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] warmup=200: worse
EvidentialLSTM	0.013345	0.019249	0.085635	0.111708	0.934399	0.963869	0.490196	0.501916	0.864393	0.963869	0.101382	0.071432	0.934073	0.963869	0.504902	0.501916	6128	4456	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1667, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] warmup=400: BEST MSE 0.01335 but cls_trans=0.490<0.50\!
EvidentialLSTM	0.013345	0.019249	0.085635	0.111708	0.953492	0.821364	0.498795	0.499398	0.800098	0.821140	0.089605	0.082933	0.953492	0.821364	0.501205	0.499398	6128	4456	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 25, "t2_percentile": 85, "t1": 0.3194, "t2": 0.8333, "lambda1": 0.25}	discarded	[4CAM] warmup=400/t25-85: still cls_trans=0.499<0.50
EvidentialLSTM	0.013345	0.019249	0.085635	0.111708	0.897193	0.772442	0.496917	0.496283	0.744615	0.774013	0.031079	0.067973	0.897846	0.772442	0.498150	0.496283	6128	4456	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 30, "t2_percentile": 80, "t1": 0.3333, "t2": 0.7546, "lambda1": 0.25}	discarded	[4CAM] warmup=400/t30-80: still cls_trans<0.50
EvidentialLSTM	0.017917	0.024735	0.104120	0.127512	0.943017	0.945863	0.505774	0.500000	0.850599	0.945863	0.131068	0.053048	0.942857	0.945863	0.489607	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 32, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] bs=32: much worse
EvidentialLSTM	0.013607	0.020347	0.087412	0.115756	0.945092	0.945863	0.556582	0.500000	0.850599	0.945863	0.145716	0.072977	0.942857	0.945863	0.533487	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	kept	[4CAM] patience=40: same optimal result
EvidentialLSTM	0.017225	0.022211	0.094968	0.120656	0.932642	0.945863	0.540416	0.500000	0.850599	0.945863	0.114667	0.066127	0.935036	0.945863	0.551963	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.24}	discarded	[4CAM] lambda1=0.24: worse (0.01722)
EvidentialLSTM	0.014838	0.029055	0.090502	0.135212	0.942219	0.945863	0.482679	0.500000	0.850599	0.945863	0.065197	0.064479	0.942059	0.945863	0.482679	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 256, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] h256: overfits, cls_trans<0.50
EvidentialLSTM	0.016017	0.019981	0.097622	0.114844	0.939984	0.945863	0.494226	0.500000	0.850599	0.945863	0.082346	0.089481	0.940144	0.945863	0.489607	0.500000	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.0001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1944, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] lr=1e-4: worse, too slow
EvidentialLSTM	0.015277	0.023436	0.091765	0.121933	0.941261	0.946743	0.530067	0.502591	0.852993	0.947183	0.171353	0.111085	0.940782	0.946743	0.530067	0.502591	6265	4544	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 20, "t2_percentile": 90, "t1": 0.1806, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] stride=7: worse (0.01528 vs 0.01361)
EvidentialLSTM	0.013345	0.019249	0.085635	0.111708	0.958225	0.826750	0.502732	0.500629	0.805320	0.826750	0.099772	0.085055	0.958061	0.826750	0.508197	0.500629	6128	4456	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 25, "t2_percentile": 90, "t1": 0.3194, "t2": 0.8611, "lambda1": 0.25}	kept	[4CAM] warmup=400/t25-90: NEW BEST mse 0.01361->0.01335\!
EvidentialLSTM	0.013345	0.019249	0.085635	0.111708	0.953492	0.821364	0.498795	0.499398	0.800098	0.821140	0.089605	0.082933	0.953492	0.821364	0.501205	0.499398	6128	4456	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 25, "t2_percentile": 85, "t1": 0.3194, "t2": 0.8333, "lambda1": 0.25}	discarded	[4CAM] warmup=400/t25-85: cls_trans=0.499 barely fails
EvidentialLSTM	0.015638	0.022267	0.093210	0.118939	0.960509	0.825628	0.543956	0.501877	0.804830	0.825853	0.105539	0.090959	0.960346	0.825404	0.541209	0.501877	6128	4456	{"mode": "evidential", "model": "EvidentialLSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 25, "t2_percentile": 90, "t1": 0.3222, "t2": 0.8611, "lambda1": 0.25}	discarded	[4CAM] stride=7/warmup=400/t25-90: worse (0.01564 vs 0.01335)
LSTM	0.013105	0.021140	0.086859	0.115363	0.958388	0.826750	0.543716	0.500629	0.805320	0.826750					6128	4456	{"mode": "lstm", "model": "LSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 128, "n_layers": 4, "dropout": 0.4, "lr": 0.001, "batch_size": 64, "t1_percentile": 25, "t2_percentile": 90, "t1": 0.3194, "t2": 0.8611}	kept	[4CAM] PlainLSTM comparison at best S65 config: mse=0.01311
LSTM	0.008114	0.008114	0.071022	0.071022	0.628792	0.628792	0.504016	0.504016	0.574386	0.574386					2077	2077	{"mode": "lstm", "model": "LSTM", "n_features": 35, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 32, "n_layers": 4, "dropout": 0.3, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.1389, "t2": 0.5667, "single_cam": "NE8th"}	kept	[1CAM] NE8th PlainLSTM comparison: mse=0.00811
LSTM	0.012027	0.012027	0.088464	0.088464	0.981514	0.981514	0.500000	0.500000	0.981514	0.981514					2272	2272	{"mode": "lstm", "model": "LSTM", "n_features": 65, "window": 30, "horizon": 30, "sub_window": 6, "n_steps": 5, "hidden_size": 64, "n_layers": 3, "dropout": 0.3, "lr": 0.001, "batch_size": 64, "t1_percentile": 10, "t2_percentile": 70, "t1": 0.3333, "t2": 0.8333, "single_cam": "Eastgate"}	kept	[1CAM] Eastgate PlainLSTM comparison: mse=0.01203
